id,@context,@type,@id,name,image,description,sku,gtin13,brand.@type,brandname,url,offers.@type,offers.url,offers.priceCurrency,offers.price,offers.itemCondition,offers.availability,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.ratingCount,aggregateRating.reviewCount,dt_created,kategori
2391,https://schema.org/,Product,https://www.trendyol.com/solgar/vitamin-d3-1000-iu-100-softgel-p-270049736#baseproduct,"Solgar Vitamin D3 1000 Iu 100 Softgel",https://cdn.dsmcdn.com/ty929/product/media/images/20230601/10/373275705/430512656/1/1_org_zoom.jpg,""Solgar Vitamin D3 1000 Iu 100 Softgel yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",270049736,033984033405,Brand,Solgar,https://www.trendyol.com/solgar/vitamin-d3-1000-iu-100-softgel-p-270049736,Offer,https://www.trendyol.com/solgar/vitamin-d3-1000-iu-100-softgel-p-270049736,TRY,247.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,5913,3117,"2023-12-12 16:02:36",vitamin-x-c105087
2392,https://schema.org/,Product,https://www.trendyol.com/vitabilim/b-kompleks-vitamini-b12-3000-mcg-biotin-b1-b2-b3-b5-b6-b1-ve-l-karnitin-p-682166519#baseproduct,"Vitabilim ® B Kompleks Vitamini - B12 3000 Mcg , Biotin B1 B2 B3 B5 B6 B1 Ve L- Karnitin","https://cdn.dsmcdn.com/ty1086/product/media/images/prod/SPM/PIM/20231212/09/3c33a501-16de-304a-bbea-1054a3e2be7c/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1086/product/media/images/prod/SPM/PIM/20231212/09/25f453de-ef28-3944-8509-81f4b48eac15/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1086/product/media/images/prod/SPM/PIM/20231212/09/b2afc9e1-69a5-3475-b2e6-18ec232651ab/1_org_zoom.jpg', 'https:/",""Vitabilim ® B Kompleks Vitamini - B12 3000 Mcg , Biotin B1 B2 B3 B5 B6 B1 Ve L- Karnitin yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",682166519,8682729592855,Brand,Vitabilim,https://www.trendyol.com/vitabilim/b-kompleks-vitamini-b12-3000-mcg-biotin-b1-b2-b3-b5-b6-b1-ve-l-karnitin-p-682166519,Offer,https://www.trendyol.com/vitabilim/b-kompleks-vitamini-b12-3000-mcg-biotin-b1-b2-b3-b5-b6-b1-ve-l-karnitin-p-682166519,TRY,382.14,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,31,29,"2023-12-12 16:02:36",vitamin-x-c105087
2393,https://schema.org/,Product,https://www.trendyol.com/venatura/magnezyum-malat-60-tablet-p-36682091#baseproduct,"Venatura Magnezyum Malat 60 Tablet",https://cdn.dsmcdn.com/ty251/product/media/images/20211118/16/184888/65221457/1/1_org_zoom.jpg,""Venatura Magnezyum Malat 60 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",36682091,8680131758739,Brand,Venatura,https://www.trendyol.com/venatura/magnezyum-malat-60-tablet-p-36682091,Offer,https://www.trendyol.com/venatura/magnezyum-malat-60-tablet-p-36682091,TRY,187,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,5587,3213,"2023-12-12 16:02:37",vitamin-x-c105087
2394,https://schema.org/,Product,https://www.trendyol.com/anocin/vitamin-d3-k2-vitamin-e-1000-iu-2m-mcg-damla-20-ml-d3-k2-vitamin-d3k2-p-745406159#baseproduct,"anocin Vitamin D3 K2 Vitamin E , 1000 Iu 2m Mcg Damla 20 ml D3 K2 Vitamin D3k2","https://cdn.dsmcdn.com/ty1028/product/media/images/prod/SPM/PIM/20231101/13/2a09ff90-dd15-3d5b-9fd9-780f2529136d/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1027/product/media/images/prod/SPM/PIM/20231101/13/4d924388-7866-3d91-908a-67143d5150a7/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1027/product/media/images/prod/SPM/PIM/20231101/13/b5079f50-942c-361b-a55a-b84fbf5046fc/1_org_zoom.jpg', 'https:/",""anocin Vitamin D3 K2 Vitamin E , 1000 Iu 2m Mcg Damla 20 ml D3 K2 Vitamin D3k2 yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",745406159,d3-k2-vitamin,Brand,anocin,https://www.trendyol.com/anocin/vitamin-d3-k2-vitamin-e-1000-iu-2m-mcg-damla-20-ml-d3-k2-vitamin-d3k2-p-745406159,Offer,https://www.trendyol.com/anocin/vitamin-d3-k2-vitamin-e-1000-iu-2m-mcg-damla-20-ml-d3-k2-vitamin-d3k2-p-745406159,TRY,186,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.9,60,49,"2023-12-12 16:02:38",vitamin-x-c105087
2395,https://schema.org/,Product,https://www.trendyol.com/pharmaton/vitality-30-tablet-ginseng-g115-multivitamin-ve-mineraller-p-2485429#baseproduct,"Pharmaton Vitality 30 Tablet - Ginseng G115, Multivitamin Ve Mineraller","https://cdn.dsmcdn.com/ty795/product/media/images/20230324/13/311041789/474497401/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty797/product/media/images/20230324/13/311041789/474497401/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty797/product/media/images/20230324/13/311041789/474497401/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty797/product/media/images/20230324/13/311041789/474497401/4/4_org_zoom",""Pharmaton Vitality 30 Tablet - Ginseng G115, Multivitamin Ve Mineraller yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",2485429,8699693150011,Brand,Pharmaton,https://www.trendyol.com/pharmaton/vitality-30-tablet-ginseng-g115-multivitamin-ve-mineraller-p-2485429,Offer,https://www.trendyol.com/pharmaton/vitality-30-tablet-ginseng-g115-multivitamin-ve-mineraller-p-2485429,TRY,237,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.5,8595,4680,"2023-12-12 16:02:41",vitamin-x-c105087
2396,https://schema.org/,Product,https://www.trendyol.com/anocin/vitamin-d3-k2-vitamin-e-1000-iu-2m-mcg-damla-20-ml-d3-k2-vitamin-d3k2-p-745406159#baseproduct,"anocin Vitamin D3 K2 Vitamin E , 1000 Iu 2m Mcg Damla 20 ml D3 K2 Vitamin D3k2","https://cdn.dsmcdn.com/ty1028/product/media/images/prod/SPM/PIM/20231101/13/2a09ff90-dd15-3d5b-9fd9-780f2529136d/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1027/product/media/images/prod/SPM/PIM/20231101/13/4d924388-7866-3d91-908a-67143d5150a7/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1027/product/media/images/prod/SPM/PIM/20231101/13/b5079f50-942c-361b-a55a-b84fbf5046fc/1_org_zoom.jpg', 'https:/",""anocin Vitamin D3 K2 Vitamin E , 1000 Iu 2m Mcg Damla 20 ml D3 K2 Vitamin D3k2 yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",745406159,d3-k2-vitamin,Brand,anocin,https://www.trendyol.com/anocin/vitamin-d3-k2-vitamin-e-1000-iu-2m-mcg-damla-20-ml-d3-k2-vitamin-d3k2-p-745406159,Offer,https://www.trendyol.com/anocin/vitamin-d3-k2-vitamin-e-1000-iu-2m-mcg-damla-20-ml-d3-k2-vitamin-d3k2-p-745406159,TRY,186,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.9,60,49,"2023-12-12 16:02:41",vitamin-x-c105087
2397,https://schema.org/,Product,https://www.trendyol.com/solgar/vit-b-12-1000mcg-100-tablet-p-2485232#baseproduct,"Solgar Vit B- 12 1000mcg 100 Tablet",https://cdn.dsmcdn.com/ty997/product/media/images/prod/SPM/PIM/20230907/14/282af386-ea54-3981-9cdb-41bc41267b24/1_org_zoom.jpg,""Solgar Vit B- 12 1000mcg 100 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",2485232,033984032293,Brand,Solgar,https://www.trendyol.com/solgar/vit-b-12-1000mcg-100-tablet-p-2485232,Offer,https://www.trendyol.com/solgar/vit-b-12-1000mcg-100-tablet-p-2485232,TRY,402,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,7649,4184,"2023-12-12 16:02:43",vitamin-x-c105087
2398,https://schema.org/,Product,https://www.trendyol.com/trixowell/advanced-sac-dokulmesine-karsi-biotin-vitamin-ve-mineral-iceren-multivitamin-sac-vitamini-p-40589079#baseproduct,"Trixowell Advanced Saç Dökülmesine Karşı Biotin, Vitamin Ve Mineral Içeren Multivitamin (saç Vitamini)","https://cdn.dsmcdn.com/ty389/product/media/images/20220408/16/86444866/71931265/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty387/product/media/images/20220408/16/86444866/71931265/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty389/product/media/images/20220408/16/86444866/71931265/3/3_org_zoom.jpg",""Trixowell Advanced Saç Dökülmesine Karşı Biotin, Vitamin Ve Mineral Içeren Multivitamin (saç Vitamini) yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",40589079,8681146082062,Brand,Trixowell,https://www.trendyol.com/trixowell/advanced-sac-dokulmesine-karsi-biotin-vitamin-ve-mineral-iceren-multivitamin-sac-vitamini-p-40589079,Offer,https://www.trendyol.com/trixowell/advanced-sac-dokulmesine-karsi-biotin-vitamin-ve-mineral-iceren-multivitamin-sac-vitamini-p-40589079,TRY,435,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.3,427,263,"2023-12-12 16:02:44",vitamin-x-c105087
2399,https://schema.org/,Product,https://www.trendyol.com/vita-bear/sleepy-bear-uyku-duzenleyici-vitamin-60-adet-p-355167533#baseproduct,"Vita Bear Sleepy Bear Uyku Düzenleyici Vitamin 60 Adet",https://cdn.dsmcdn.com/ty1074/product/media/images/prod/SPM/PIM/20231204/09/36d4fa84-ef57-3fe3-b1a5-49fe440abb91/1_org_zoom.jpg,""Vita Bear Sleepy Bear Uyku Düzenleyici Vitamin 60 Adet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",355167533,8683318806070,Brand,"Vita Bear",https://www.trendyol.com/vita-bear/sleepy-bear-uyku-duzenleyici-vitamin-60-adet-p-355167533,Offer,https://www.trendyol.com/vita-bear/sleepy-bear-uyku-duzenleyici-vitamin-60-adet-p-355167533,TRY,407.27,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,1071,784,"2023-12-12 16:02:45",vitamin-x-c105087
2400,https://schema.org/,Product,https://www.trendyol.com/nutraxin/vitamin-d3-1-000-iu-sprey-30-ml-d3-vitamini-sprey-1000-iu-p-765743239#baseproduct,"Nutraxin Vitamin D3 1.000 IU Sprey 30 ML - D3 Vitamini Sprey 1000 IU","https://cdn.dsmcdn.com/ty1005/product/media/images/prod/SPM/PIM/20230928/16/15d82734-5814-34d2-9df3-696b6da19797/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1005/product/media/images/prod/SPM/PIM/20230928/16/b959134a-82dd-3627-9ab2-54b7141f1872/1_org_zoom.jpg",""Nutraxin Vitamin D3 1.000 IU Sprey 30 ML - D3 Vitamini Sprey 1000 IU yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",765743239,8680512633167,Brand,Nutraxin,https://www.trendyol.com/nutraxin/vitamin-d3-1-000-iu-sprey-30-ml-d3-vitamini-sprey-1000-iu-p-765743239,Offer,https://www.trendyol.com/nutraxin/vitamin-d3-1-000-iu-sprey-30-ml-d3-vitamini-sprey-1000-iu-p-765743239,TRY,89.99,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,5,10,7,"2023-12-12 16:02:46",vitamin-x-c105087
2401,https://schema.org/,Product,https://www.trendyol.com/phytodef/kalsiyum-magnezyum-cinko-60-tablet-calcium-magnesium-zinc-p-112534922#baseproduct,"Phytodef Kalsiyum Magnezyum Çinko - 60 Tablet (CALCİUM MAGNESİUM ZİNC)","https://cdn.dsmcdn.com/ty578/product/media/images/20221024/17/201590934/182987375/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty577/product/media/images/20221024/17/201590934/182987375/4/4_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty576/product/media/images/20221024/17/201590934/182987375/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty577/product/media/images/20221024/17/201590934/182987375/3/3_org_zoom",""Phytodef Kalsiyum Magnezyum Çinko - 60 Tablet (CALCİUM MAGNESİUM ZİNC) yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",112534922,8698740189509,Brand,Phytodef,https://www.trendyol.com/phytodef/kalsiyum-magnezyum-cinko-60-tablet-calcium-magnesium-zinc-p-112534922,Offer,https://www.trendyol.com/phytodef/kalsiyum-magnezyum-cinko-60-tablet-calcium-magnesium-zinc-p-112534922,TRY,209,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,825,507,"2023-12-12 16:02:46",vitamin-x-c105087
2402,https://schema.org/,Product,https://www.trendyol.com/alacati-degirmeni/melatonin-120-tablets-3mg-daha-iyi-uyku-enerjik-stressiz-bir-gun-p-355300997#baseproduct,"AlaÃ§atÄ± DeÄŸirmeni Melatonin 120 Tablets 3mg Daha Iyi Uyku Enerjik Stressiz Bir GÃ¼n","https://cdn.dsmcdn.com/ty1009/product/media/images/prod/SPM/PIM/20231003/14/10aaa870-f13c-30a2-b006-6454497b1a0a/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1008/product/media/images/prod/SPM/PIM/20231003/14/0ff84c5a-1a67-3962-8cdd-aea8f805ce9d/1_org_zoom.jpg",""AlaÃ§atÄ± DeÄŸirmeni Melatonin 120 Tablets 3mg Daha Iyi Uyku Enerjik Stressiz Bir GÃ¼n yorumlarÄ±nÄ± inceleyin, Trendyol'a Ã¶zel indirimli fiyata satÄ±n alÄ±n."",355300997,12347822137,Brand,"AlaÃ§atÄ± DeÄŸirmeni",https://www.trendyol.com/alacati-degirmeni/melatonin-120-tablets-3mg-daha-iyi-uyku-enerjik-stressiz-bir-gun-p-355300997,Offer,https://www.trendyol.com/alacati-degirmeni/melatonin-120-tablets-3mg-daha-iyi-uyku-enerjik-stressiz-bir-gun-p-355300997,TRY,175,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.3,7727,5413,"2023-12-12 16:02:48",vitamin-x-c105087
2403,https://schema.org/,Product,https://www.trendyol.com/phytodef/vitamin-c-1000-mg-60-tablet-p-458004117#baseproduct,"Phytodef Vitamin C 1000 Mg - 60 Tablet","https://cdn.dsmcdn.com/ty653/product/media/images/20221219/10/241490881/653721874/2/2_org_zoom.png', 'https://cdn.dsmcdn.com/ty653/product/media/images/20221219/10/241490940/653721874/2/2_org_zoom.png', 'https://cdn.dsmcdn.com/ty652/product/media/images/20221219/10/241490990/653721874/2/2_org_zoom.png', 'https://cdn.dsmcdn.com/ty652/product/media/images/20221219/10/241491015/653721874/2/2_org_zoom",""Phytodef Vitamin C 1000 Mg - 60 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",458004117,8698740189738,Brand,Phytodef,https://www.trendyol.com/phytodef/vitamin-c-1000-mg-60-tablet-p-458004117,Offer,https://www.trendyol.com/phytodef/vitamin-c-1000-mg-60-tablet-p-458004117,TRY,179,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,103,70,"2023-12-12 16:02:49",vitamin-x-c105087
2404,https://schema.org/,Product,https://www.trendyol.com/solgar/magnesium-with-vitamin-b6-100-tablet-magnezyum-p-214694328#baseproduct,"Solgar Magnesium With Vitamin B6 100 Tablet Magnezyum","https://cdn.dsmcdn.com/ty1000/product/media/images/prod/SPM/PIM/20230913/22/c430759c-76c7-3c84-a1e0-d5cdbba98455/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1000/product/media/images/prod/SPM/PIM/20230913/22/07a6b1bb-dcf6-3336-b471-e9ab66307621/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty996/product/media/images/prod/SPM/PIM/20230913/22/df024ca0-614c-3a12-a04c-2eef0ffc82d8/1_org_zoom.jpg",""Solgar Magnesium With Vitamin B6 100 Tablet Magnezyum yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",214694328,hizligeldicom052169,Brand,Solgar,https://www.trendyol.com/solgar/magnesium-with-vitamin-b6-100-tablet-magnezyum-p-214694328,Offer,https://www.trendyol.com/solgar/magnesium-with-vitamin-b6-100-tablet-magnezyum-p-214694328,TRY,289.99,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,1055,610,"2023-12-12 16:02:49",vitamin-x-c105087
2405,https://schema.org/,Product,https://www.trendyol.com/phytodef/magnezyum-vitamin-b6-d3-30-tablet-magnesium-p-117268075#baseproduct,"Phytodef Magnezyum Vitamin B6 D3 - 30 Tablet (MAGNESİUM)","https://cdn.dsmcdn.com/ty991/product/media/images/jpim-outputs/assets/product/media/images/20230829/11/408946882/188778423/2/2_org_zoom.png', 'https://cdn.dsmcdn.com/ty992/product/media/images/jpim-outputs/assets/product/media/images/20230829/11/408946884/188778423/2/2_org_zoom.png', 'https://cdn.dsmcdn.com/ty991/product/media/images/jpim-outputs/assets/product/media/images/20230829/11/408946885/1",""Phytodef Magnezyum Vitamin B6 D3 - 30 Tablet (MAGNESİUM) yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",117268075,8698740189523,Brand,Phytodef,https://www.trendyol.com/phytodef/magnezyum-vitamin-b6-d3-30-tablet-magnesium-p-117268075,Offer,https://www.trendyol.com/phytodef/magnezyum-vitamin-b6-d3-30-tablet-magnesium-p-117268075,TRY,209,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.7,595,349,"2023-12-12 16:02:50",vitamin-x-c105087
2406,https://schema.org/,Product,https://www.trendyol.com/sambucol/plus-kara-murver-c-vitamini-cinko-takviye-edici-gida-15-tablet-p-6476302#baseproduct,"Sambucol Plus Kara Mürver + C Vitamini Çinko Takviye Edici Gıda 15 Tablet",https://cdn.dsmcdn.com/ty327/product/media/images/20220209/12/47452398/383617291/1/1_org_zoom.jpg,""Sambucol Plus Kara Mürver + C Vitamini Çinko Takviye Edici Gıda 15 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",6476302,8680287030116,Brand,Sambucol,https://www.trendyol.com/sambucol/plus-kara-murver-c-vitamini-cinko-takviye-edici-gida-15-tablet-p-6476302,Offer,https://www.trendyol.com/sambucol/plus-kara-murver-c-vitamini-cinko-takviye-edici-gida-15-tablet-p-6476302,TRY,189,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,4325,2252,"2023-12-12 16:02:51",vitamin-x-c105087
2407,https://schema.org/,Product,https://www.trendyol.com/supradyn/focus-30-film-kapli-tablet-zeytin-polifenolu-ginseng-multivitamin-ve-mineral-iceren-p-262195761#baseproduct,"Supradyn Focus 30 Film Kaplı Tablet Zeytin Polifenolü, Ginseng, Multivitamin Ve Mineral Içeren","https://cdn.dsmcdn.com/ty1039/product/media/images/prod/SPM/PIM/20231110/16/5927b063-75d1-3ba9-a3e8-69695f9b6b1f/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1038/product/media/images/prod/SPM/PIM/20231110/16/673adca0-7b8b-345a-b35b-aa3be419a13e/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1039/product/media/images/prod/SPM/PIM/20231110/16/19fed8ec-0afc-31c0-baf1-f8f2f7638d33/1_org_zoom.jpg', 'https:/",""Supradyn Focus 30 Film Kaplı Tablet Zeytin Polifenolü, Ginseng, Multivitamin Ve Mineral Içeren yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",262195761,8699546094134,Brand,Supradyn,https://www.trendyol.com/supradyn/focus-30-film-kapli-tablet-zeytin-polifenolu-ginseng-multivitamin-ve-mineral-iceren-p-262195761,Offer,https://www.trendyol.com/supradyn/focus-30-film-kapli-tablet-zeytin-polifenolu-ginseng-multivitamin-ve-mineral-iceren-p-262195761,TRY,243,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,7483,4015,"2023-12-12 16:02:53",vitamin-x-c105087
2408,https://schema.org/,Product,https://www.trendyol.com/anocin/methyl-cobalamin-b12-sprey-1000-mcg-2000-ug-10-ml-p-745408419#baseproduct,"anocin Methyl Cobalamin B12 Sprey 1000 mcg 2000 ug 10 ml","https://cdn.dsmcdn.com/ty1030/product/media/images/prod/SPM/PIM/20231101/13/1e0ed418-bae5-3f13-95d3-6bb44f6e991d/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1030/product/media/images/prod/SPM/PIM/20231101/13/bbf6dcf8-d21b-3df9-94f9-182c5c07f2eb/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1029/product/media/images/prod/SPM/PIM/20231101/13/a8e45816-3456-32dd-bf2a-b4f2cc21d603/1_org_zoom.jpg', 'https:/",""anocin Methyl Cobalamin B12 Sprey 1000 mcg 2000 ug 10 ml yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",745408419,b12-damla,Brand,anocin,https://www.trendyol.com/anocin/methyl-cobalamin-b12-sprey-1000-mcg-2000-ug-10-ml-p-745408419,Offer,https://www.trendyol.com/anocin/methyl-cobalamin-b12-sprey-1000-mcg-2000-ug-10-ml-p-745408419,TRY,174,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,71,58,"2023-12-12 16:02:53",vitamin-x-c105087
2409,https://schema.org/,Product,https://www.trendyol.com/supradyn/30-efervesan-tablet-koenzim-q10-multivitamin-ve-mineral-iceren-takviye-edici-gida-p-4080356#baseproduct,"Supradyn 30 Efervesan Tablet | Koenzim Q10, Multivitamin Ve Mineral Içeren Takviye Edici Gıda","https://cdn.dsmcdn.com/ty1040/product/media/images/prod/SPM/PIM/20231110/16/1294f035-aea9-3c3c-a02f-2f7def8b9756/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1038/product/media/images/prod/SPM/PIM/20231110/16/ba255529-92db-3432-99f5-fcd678ce3ee3/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1040/product/media/images/prod/SPM/PIM/20231110/16/eadfb415-78e6-362f-a5bc-c86e7ca7e478/1_org_zoom.jpg', 'https:/",""Supradyn 30 Efervesan Tablet | Koenzim Q10, Multivitamin Ve Mineral Içeren Takviye Edici Gıda yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",4080356,8699546020386,Brand,Supradyn,https://www.trendyol.com/supradyn/30-efervesan-tablet-koenzim-q10-multivitamin-ve-mineral-iceren-takviye-edici-gida-p-4080356,Offer,https://www.trendyol.com/supradyn/30-efervesan-tablet-koenzim-q10-multivitamin-ve-mineral-iceren-takviye-edici-gida-p-4080356,TRY,174,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.6,1279,667,"2023-12-12 16:02:54",vitamin-x-c105087
2410,https://schema.org/,Product,https://www.trendyol.com/natures-supreme/vitamin-d3-1000-iu-90-kapsul-p-2485342#baseproduct,"Natures Supreme Vitamin D3 1000 Iu 90 Kapsül","https://cdn.dsmcdn.com/ty16/product/media/images/20201012/22/15412942/12837746/1/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty16/product/media/images/20201012/22/15412942/12837746/2/2_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty16/product/media/images/20201012/22/15412942/12837746/3/3_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty15/product/media/images/20201012/22/15412942/12837746/4/4_org_zoom.jpg', 'http",""Natures Supreme Vitamin D3 1000 Iu 90 Kapsül yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",2485342,8681763380046,Brand,"Natures Supreme",https://www.trendyol.com/natures-supreme/vitamin-d3-1000-iu-90-kapsul-p-2485342,Offer,https://www.trendyol.com/natures-supreme/vitamin-d3-1000-iu-90-kapsul-p-2485342,TRY,165,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,1639,737,"2023-12-12 16:02:55",vitamin-x-c105087
2411,https://schema.org/,Product,https://www.trendyol.com/suplamore/multi-magnezyum-bisglisinat-sitrat-malat-p5p-60-tablet-p-737849780#baseproduct,"Suplamore Multi Magnezyum Bisglisinat+Sitrat+Malat + P5P 60 Tablet","https://cdn.dsmcdn.com/ty1053/product/media/images/prod/SPM/PIM/20231120/13/307d58e7-ca27-3d18-821f-4dd056dd347d/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1054/product/media/images/prod/SPM/PIM/20231120/13/0db1f91d-41aa-3079-8e7a-13eeb4870296/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1054/product/media/images/prod/SPM/PIM/20231120/13/cf5d572d-b870-3e52-a053-b77ed3c792b7/1_org_zoom.jpg",""Suplamore Multi Magnezyum Bisglisinat+Sitrat+Malat + P5P 60 Tablet yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",737849780,8683916512618,Brand,Suplamore,https://www.trendyol.com/suplamore/multi-magnezyum-bisglisinat-sitrat-malat-p5p-60-tablet-p-737849780,Offer,https://www.trendyol.com/suplamore/multi-magnezyum-bisglisinat-sitrat-malat-p5p-60-tablet-p-737849780,TRY,229.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.8,688,563,"2023-12-12 16:02:56",vitamin-x-c105087
2412,https://schema.org/,Product,https://www.trendyol.com/vita-ceel/cilt-aydinlatici-nemlendirici-leke-karsiti-vegan-gummy-vitamin-c-hyaluronic-acid-glutatyon-q10-p-752354106#baseproduct,"Vita Ceel Cilt Aydınlatıcı, Nemlendirici Leke Karşıtı Vegan Gummy Vitamin C, Hyaluronic Acid, Glutatyon, Q10","https://cdn.dsmcdn.com/ty1058/product/media/images/prod/SPM/PIM/20231122/15/0944232a-f37e-3ba7-9d4f-d047a3ca36fa/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1057/product/media/images/prod/SPM/PIM/20231122/15/962c47ed-83ce-33a5-95a8-8977b3485e41/1_org_zoom.jpg', 'https://cdn.dsmcdn.com/ty1058/product/media/images/prod/SPM/PIM/20231122/15/f3601674-0e77-3e81-9100-a3b73d36767a/1_org_zoom.jpg', 'https:/",""Vita Ceel Cilt Aydınlatıcı, Nemlendirici Leke Karşıtı Vegan Gummy Vitamin C, Hyaluronic Acid, Glutatyon, Q10 yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın."",752354106,8684272100037,Brand,"Vita Ceel",https://www.trendyol.com/vita-ceel/cilt-aydinlatici-nemlendirici-leke-karsiti-vegan-gummy-vitamin-c-hyaluronic-acid-glutatyon-q10-p-752354106,Offer,https://www.trendyol.com/vita-ceel/cilt-aydinlatici-nemlendirici-leke-karsiti-vegan-gummy-vitamin-c-hyaluronic-acid-glutatyon-q10-p-752354106,TRY,279.9,https://schema.org/NewCondition,https://schema.org/InStock,AggregateRating,4.4,476,399,"2023-12-12 16:02:57",vitamin-x-c105087
